,sentence,section_nr,has_citation,last_section_title,Labels
2986,these codified prescriptions are domain independent and crataegus oxycantha be fulfill apply unlike collaboration technology platforms 20 00 conclusion and future research ,20,0.0,conclusion and future research ,Future work
2987,this should motivate next enquiry aim to understand the establishment of the user  s trust in the provider 20 00 conclusion ,20,0.0,conclusion ,Future work
2988,while apple  s case sure correspond a rich and active background to examine the evolution of boundary resources future enquiry should reckon early service systems 23 00 contributions and limitations ,23,0.0,contributions and limitations ,Future work
2989,while know that our results must equal tested on a larger sample we believe that the model developed offer a promising basis for future research on e  leadership not but for small  and medium  sized enterprises but also for larger organisations 24 00 conclusions and future work ,24,0.0,conclusions and future work ,Future work
2990,we propose that next research action should comprise testing of our model by means of a large  scale quantitative study that includes geomorphologic equality model 24 00 conclusions and future work ,24,0.0,conclusions and future work ,Future work
2991,they lav enrich our understanding of info systems practice and potentially serve as the basis for succeeding maturation building 27 00 conclusion ,27,0.0,conclusion ,Future work
2992,succeeding offshoring research should therefore include organizational committal as an consequence variable 28 00 research contributions ,28,0.0,research contributions ,Future work
2993,hence more employment is needed in this orbit and succeeding research could drop more light on the possibility of interaction result between trust in technology and calculator self  efficacy on post  espousal 30 00 conclusion ,30,0.0,conclusion ,Future work
2994,therefore  the article serves as both a repository of past research and a guide for future research  31 00 conclusion ,31,0.0,conclusion ,Future work
2995,free base on these discussions we ply concrete route for succeeding enquiry endeavor 31 00 conclusion ,31,0.0,conclusion ,Future work
2996,this imply that future research on value enabled by nternet of things should inevitably make up interdisciplinary 34 00 conclusion ,34,0.0,conclusion ,Future work
2997,tertiary future work should further develop our two fresh construct since we observed only relative differences in system dependence and semantic dependency 37 00 conclusion ,37,0.0,conclusion ,Future work
2998,third our paper key out quatern gaps that should make up speak in future research 37 00 conclusion ,37,0.0,conclusion ,Future work
2999,we also foreground opportunities for future inquiry that build upon and add to subsist literature and models 37 00 conclusion ,37,0.0,conclusion ,Future work
3000,accordingly future research on the figure of inspection systems should always address arrows combination of the three research thrusts proposed in this lit review clause research thrust 1 accounts for potential design feature that whitethorn be merge 39 00 discussion and conclusion ,39,0.0,discussion and conclusion ,Future work
3001,next body of work bathroom extend this survey in versatile ways 41 00 conclusions ,41,0.0,conclusions ,Future work
3002,these new insights we reveal open possibilities for information systems investigator to continue  unpacking the complexity  of postadoptive information technology use in their future research endeavour burton  jones et al2017  80 10 contributions to research ,80,1.0,contributions to research ,Future work
3003,Succeeding enquiry should count the likely effects of to a greater extent carefully for object lesson 6 00 Future ork,6,0.0,Future Work,Future work
3004,This assumption might exist addressed in next studies 6 00 Future ork,6,0.0,Future Work,Future work
3005,Future research on might invest out the account of 6 00 Future ork,6,0.0,Future Work,Future work
3006,This is very much the central portion in future attempts to overcome 6 00 Future ork,6,0.0,Future Work,Future work
3007,In succeeding piece of work investigating power shew authoritative 6 00 Future ork,6,0.0,Future Work,Future work
3008,This be desirable for future body of work 6 00 Future ork,6,0.0,Future Work,Future work
3009,Future investigations are necessary to validate the kinds of conclusions that can be drawn from this study 6 00 Future ork,6,0.0,Future Work,Future work
3010,Next studies could profitably explore this issue further by 6 00 Future ork,6,0.0,Future Work,Future work
3011,Succeeding research is needed to delimitate 6 00 Future ork,6,0.0,Future Work,Future work
3012,It leave make up important that future research investigate 6 00 Future ork,6,0.0,Future Work,Future work
3013,It is a question of succeeding research to look into 6 00 Future ork,6,0.0,Future Work,Future work
3014,e believe that asunder from looking for succeeding question should look for 6 00 Future ork,6,0.0,Future Work,Future work
3015,Regardless adjacent enquiry could proceed to explore 6 00 Future ork,6,0.0,Future Work,Future work
3016,This personify an issue for next research to research 6 00 Future ork,6,0.0,Future Work,Future work
3017,Future bailiwick could inquire the affiliation between 6 00 Future ork,6,0.0,Future Work,Future work
3018,Succeeding studies should aim to copy result in a magnanimous 6 00 Future ork,6,0.0,Future Work,Future work
3019,Future inquiry should be devoted to the development of 6 00 Future ork,6,0.0,Future Work,Future work
3020,This genus crataegus oxycantha make improving the objective of succeeding studies 6 00 Future ork,6,0.0,Future Work,Future work
3021,Future research could examine   6 00 Future ork,6,0.0,Future Work,Future work
3022,Interesting research questions for next research that can be descend from 6 00 Future ork,6,0.0,Future Work,Future work
3023,In future research more than research is needed to apply and screen 6 00 Future ork,6,0.0,Future Work,Future work
3024,This be an interesting topic for future work 6 00 Future ork,6,0.0,Future Work,Future work
3025,Succeeding inquiry should far develop and confirm these initial findings by 6 00 Future ork,6,0.0,Future Work,Future work
3026,Adjacent inquiry should certainly further run whether 6 00 Future ork,6,0.0,Future Work,Future work
3027,As likewise recommend above future research should 6 00 Future ork,6,0.0,Future Work,Future work
3028,Next research should analyze strategically 6 00 Future ork,6,0.0,Future Work,Future work
3029,Time to come research might utilize 6 00 Future ork,6,0.0,Future Work,Future work
3030,In addition might prove an important expanse for succeeding research 6 00 Future ork,6,0.0,Future Work,Future work
3031,A number of recommendations for future inquiry make up facilitate up 6 00 Future ork,6,0.0,Future Work,Future work
3032,Therefore next research should be conduct in to a greater extent naturalistic view to 6 00 Future ork,6,0.0,Future Work,Future work
3033,Far research on government offspring embody justify 6 00 Future ork,6,0.0,Future Work,Future work
3034,Further oeuvre is for certain take to disencumber these complexity in 6 00 Future ork,6,0.0,Future Work,Future work
3035,Looking forward further attack could turn up quite beneficial to the lit 6 00 Future ork,6,0.0,Future Work,Future work
3036,Further research is postulate to support this novel find 6 00 Future ork,6,0.0,Future Work,Future work
3037,These result guarantee further investigation via 6 00 Future ork,6,0.0,Future Work,Future work
3038,This provides a good beginning gunpoint for treatment and farther inquiry 6 00 Future ork,6,0.0,Future Work,Future work
3039,Farther studies should look into 6 00 Future ork,6,0.0,Future Work,Future work
3040,The theory of ancestry purchase stock warrant further probe 6 00 Future ork,6,0.0,Future Work,Future work
3041,This thesis documents several key contributions made to the fields of   5 00 Contribution,5,0.0,Contribution,Contribution
3042,This thesis has made a number of significant contributions to the field of   5 00 Contribution,5,0.0,Contribution,Contribution
3043,The contributions give believe here take in in all inclusive pertinence 5 00 Contribution,5,0.0,Contribution,Contribution
3044,The contributions made should be of wide interest 5 00 Contribution,5,0.0,Contribution,Contribution
3045,The first main share proposed in this playing field is a 5 00 Contribution,5,0.0,Contribution,Contribution
3046,The contributions of this work toll gift as watch over 5 00 Contribution,5,0.0,Contribution,Contribution
3047,The main achievements including contributions to the field can be summarised as follows   5 00 Contribution,5,0.0,Contribution,Contribution
3048,e summarize the main contributions of this thesis 5 00 Contribution,5,0.0,Contribution,Contribution
3049,The fundamental contribution of this work cost the solution information technology provides 5 00 Contribution,5,0.0,Contribution,Contribution
3050,It have legion advantage as explicate hither 5 00 Contribution,5,0.0,Contribution,Contribution
3051,Information technology has mean benefit in terms of 5 00 Contribution,5,0.0,Contribution,Contribution
3052,In that location is a clear advantage in following the method of 5 00 Contribution,5,0.0,Contribution,Contribution
3053,This get exceptional advantages over other 5 00 Contribution,5,0.0,Contribution,Contribution
3054,All of these advantage make it particularly worthful in 5 00 Contribution,5,0.0,Contribution,Contribution
3055,Unrivalled of the elementary benefits of this algorithm is 5 00 Contribution,5,0.0,Contribution,Contribution
3056,This gives a meaning reward because 5 00 Contribution,5,0.0,Contribution,Contribution
3057,These point knocked out the advantage and practicability of 5 00 Contribution,5,0.0,Contribution,Contribution
3058,One of the fundamental benefits of the algorithm be 5 00 Contribution,5,0.0,Contribution,Contribution
3059,The main reward compare to previous method acting is 5 00 Contribution,5,0.0,Contribution,Contribution
3060,This present some practical reward 5 00 Contribution,5,0.0,Contribution,Contribution
3061,The chief reward is the simplified pattern 5 00 Contribution,5,0.0,Contribution,Contribution
3062,Unrivaled practical vantage of the method is that it nates be used in 5 00 Contribution,5,0.0,Contribution,Contribution
3063,The advantage becomes all the more significant when   5 00 Contribution,5,0.0,Contribution,Contribution
3064,In comparing with former proficiency this method acting has the advantage of 5 00 Contribution,5,0.0,Contribution,Contribution
3065,The most important reward of this method be that information technology can perform real well in 5 00 Contribution,5,0.0,Contribution,Contribution
3066,It yielded substantial speed advantages when 5 00 Contribution,5,0.0,Contribution,Contribution
3067,The benefit of apply the comprise expected to 5 00 Contribution,5,0.0,Contribution,Contribution
3068,The chief reward exist that we are able to 5 00 Contribution,5,0.0,Contribution,Contribution
3069,To give way some approximation of the benefits of this method do 5 00 Contribution,5,0.0,Contribution,Contribution
3070,The additional advantage of practice this method acting be that information technology results in 5 00 Contribution,5,0.0,Contribution,Contribution
3071,This is an important advantage of this algorithm   5 00 Contribution,5,0.0,Contribution,Contribution
3072,These are the main advantages of this method 5 00 Contribution,5,0.0,Contribution,Contribution
3073,Because of the want of we decided to not inquire 7 00 Limitation,7,0.0,Limitation,limitation
3074,One concern about the findings of   was that   7 00 Limitation,7,0.0,Limitation,limitation
3075,Because of this potential limitation we do by 7 00 Limitation,7,0.0,Limitation,limitation
3076,The limitations of the present study naturally include 7 00 Limitation,7,0.0,Limitation,limitation
3077,View the limitations of it could personify argued that 7 00 Limitation,7,0.0,Limitation,limitation
3078,Another restriction of this 7 00 Limitation,7,0.0,Limitation,limitation
3079,This limitation is apparent in many 7 00 Limitation,7,0.0,Limitation,limitation
3080,Another limitation in   involves the issue of   7 00 Limitation,7,0.0,Limitation,limitation
3081,The passe partout limitation be the deficiency of 7 00 Limitation,7,0.0,Limitation,limitation
3082,Nonpareil limit be observe in this racing shell 7 00 Limitation,7,0.0,Limitation,limitation
3083,One confinement of these method acting still is that they 7 00 Limitation,7,0.0,Limitation,limitation
3084,It presents some limitations such as   7 00 Limitation,7,0.0,Limitation,limitation
3085,Although wide accept it suffers from some limitation due to 7 00 Limitation,7,0.0,Limitation,limitation
3086,An patent limit of the method acting playing is 7 00 Limitation,7,0.0,Limitation,limitation
3087,Thither cost several limitation to this approach 7 00 Limitation,7,0.0,Limitation,limitation
3088,One limitation of our implementation be that it body 7 00 Limitation,7,0.0,Limitation,limitation
3089,A major source of limitation is due to    7 00 Limitation,7,0.0,Limitation,limitation
3090,The glide path utilize suffers from the limitation that 7 00 Limitation,7,0.0,Limitation,limitation
3091,The limitations are becoming clear   7 00 Limitation,7,0.0,Limitation,limitation
3092,Information technology suffers from the same restriction associate with a 7 00 Limitation,7,0.0,Limitation,limitation
3093,RQ How can the  1 00 Introduction,1,0.0,Introduction,Research Question
3094,Research Head hat can cost the 1 00 Introduction,1,0.0,Introduction,Research Question
3095,RQ hat pot the 1 00 Introduction,1,0.0,Introduction,Research Question
3096,More specific research questions will be introduced and investigated in  1 00 Introduction,1,0.0,Introduction,Research Question
3097,A farther enquiry embody whether 1 00 Introduction,1,0.0,Introduction,Research Question
3098,At long last another promising line of research would equal 1 00 Introduction,1,0.0,Introduction,Research Question
3099,The study addresses several further questions on  1 00 Introduction,1,0.0,Introduction,Research Question
3100,Some of the interesting questions in this setting be 1 00 Introduction,1,0.0,Introduction,Research Question
3101,In order to deal the head sketch above we cover here 1 00 Introduction,1,0.0,Introduction,Research Question
3102,These questions are of central interest as much late research in 1 00 Introduction,1,0.0,Introduction,Research Question
3103,Moreover is arguably an important question to embody addressed 1 00 Introduction,1,0.0,Introduction,Research Question
3104,The interrogative now is how toilet be use to explain 1 00 Introduction,1,0.0,Introduction,Research Question
3105,Subject field handle the enquiry question 1 00 Introduction,1,0.0,Introduction,Research Question
3106,In rescript to properly address this question we 1 00 Introduction,1,0.0,Introduction,Research Question
3107,An important question associated with  is  1 00 Introduction,1,0.0,Introduction,Research Question
3108,A critical open question is whether  1 00 Introduction,1,0.0,Introduction,Research Question
3109,A still unsolved question is whether  1 00 Introduction,1,0.0,Introduction,Research Question
3110,This remain an open question as 1 00 Introduction,1,0.0,Introduction,Research Question
3111,This question have antecedently ne  er be come up to because 1 00 Introduction,1,0.0,Introduction,Research Question
3112,This study offers a test of enquiry dubiousness 1 00 Introduction,1,0.0,Introduction,Research Question
3113,Study addresses the research question  1 00 Introduction,1,0.0,Introduction,Research Question
3114,ithal in general enquiry strategies is need to excuse 1 00 Introduction,1,0.0,Introduction,Research Question
3115,The researcher should cost touch on here in 1 00 Introduction,1,0.0,Introduction,Research Question
3116,Many questions rest unanswered 1 00 Introduction,1,0.0,Introduction,Research Question
3117,Thither be some potentially unfastened questions astir the validness of 1 00 Introduction,1,0.0,Introduction,Research Question
3118,The question that and so form arise comprise 1 00 Introduction,1,0.0,Introduction,Research Question
3119,The query so becomes how dear to circumscribe 1 00 Introduction,1,0.0,Introduction,Research Question
3120,This comprise an crucial question to memorise as 1 00 Introduction,1,0.0,Introduction,Research Question
3121,Also only German business concern models have be assessed hither and these power inherit dimension reflecting the specifics of the German health  guardianship market which is a highly regulated environment 10 00 limitation,10,0.0,limitation,limitation
3122,There may equal some possible limitations in this sketch” 10 00 limitation,10,0.0,limitation,limitation
3123,“ The finding of this study stimulate to be project in lightness of some limitations” 10 00 limitation,10,0.0,limitation,limitation
3124, “The first is the…The second limitation concerns the…” 10 00 limitation,10,0.0,limitation,limitation
3125,“ The empiric result reported herein should be consider in the light of some limitations” 10 00 limitation,10,0.0,limitation,limitation
3126,“ This research even so be capable to several restriction” 10 00 limitation,10,0.0,limitation,limitation
3127,“ The passkey restriction to the generalization of these issue represent … ” 10 00 limitation,10,0.0,limitation,limitation
3128,“ Nonetheless these issue mustiness be represent with caution and a number of limitations should be deliver in judgement” 10 00 limitation,10,0.0,limitation,limitation
3129,“ As with the mass of study the design of the current dependent area is open to limitations” 10 00 limitation,10,0.0,limitation,limitation
3130,“ Thither be two major limitations in this cogitation that could equal destination in next researchForemost the write up rivet o 10 00 limitation,10,0.0,limitation,limitation
3131,we find the complex system of rules 10 00 Contribution,10,0.0,Contribution,Contribution
3132,we reveal an distinct section 10 00 Contribution,10,0.0,Contribution,Contribution
3133,we testify from our effect that 10 00 Contribution,10,0.0,Contribution,Contribution
3134,we visualise some evidence 10 00 Contribution,10,0.0,Contribution,Contribution
3135,our finding suggests 10 00 Contribution,10,0.0,Contribution,Contribution
3136,we make highlighted 10 00 Contribution,10,0.0,Contribution,Contribution
3137,the results hold up the possibility 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3138,they part hold up the hypothesis 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3139,the results cater reinforcement for many of the surmise 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3140,the effect accompaniment the feeling 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3141,supposition 2a be supported 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3142,the result support hypothesis ace 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3143,thus h1 is substantiate 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3144,thusly h2 is also suffer 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3145,thus  h3 is supported  18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3146,thus h4 and h5 are support 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3147,once over again h3 and h4 are adjudge upward 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3148,thus  Ïƒ hypothesis 1 is supported  18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3149,this event supports conjecture 4 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3150,therefore Ïƒ speculation 8 be patronise 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3151,therefore  Ïƒ  hypothesis 3 is not supported  18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3152,what is more we found funding for guess 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3153,withal we could non find supporting for two of our hypotheses 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3154,by demarcation the model be strongly positivist 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3155,the results indicate partial support for h2a 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
3156,we mull on the challenges of each control surface area and provide specific enquiry question that serve as important charge for advance the neurois athletic field 0 00 abstract,0,0.0,abstract,Research Question
3157,our inquiry doubtfulness be how can a process creation enterprisingness successfully align with an inherent digital substructure 0 00 abstract,0,0.0,abstract,Research Question
3158,therefore our inquiry inquiry is deuce 0 10 abstract,0,1.0,abstract,Research Question
3159,unlike enquiry datum collected with a specific research interrogative sentence in mind and measured use validated instruments heavy data often just  happens  0 00 abstract,0,0.0,abstract,Research Question
3160,we talk about issues related to appropriately framing a big data analytics research question the nature of data point accumulation its computational depth psychology and the interpretation of outcome 0 00 abstract,0,0.0,abstract,Research Question
3161,we identify new research questions about grammars methods book agent and contexts that are posit in intertwined physical and digital realities 0 00 abstract,0,0.0,abstract,Research Question
3162,respond to bannister  connolly  s 2014 birdcall for research into how public values feign and are affected by information and communication technologies we direct the research questions 0 10 abstract,0,1.0,abstract,Research Question
3163,therefore our aim is to shed lighting on the process whereby requirements evolve after an enterprise software is initially selected and reply the following research doubtfulness what are the contextual agent that shape the evolution of requirement for enterprise computer software throughout its life oscillation and how do requirements develop over time 0 00 abstract,0,0.0,abstract,Research Question
3164,when answering our research question we particularly emphasize the contextual factor specific to sourcing cloudbased enterprise software as opposed to on  premises enterprise software and discuss how source a cloud  based enterprise software affects requirements evolution 0 00 abstract,0,0.0,abstract,Research Question
3165,thus the overall interrogation question that this written report try to answer are the following 0 00 abstract,0,0.0,abstract,Research Question
3166,in particular we point to respond the following research questions 0 00 abstract,0,0.0,abstract,Research Question
3167,our first research question is  what are the characteristics of an informating functionality and how does an informating functionality differ from an automating functionality  0 00 abstract,0,0.0,abstract,Research Question
3168,our second research question is  what role could agile practices play in the development of informating functionalities  0 00 abstract,0,0.0,abstract,Research Question
3169,these gaps give upgrade to the following inquiry inquiry 0 00 abstract,0,0.0,abstract,Research Question
3170,the adjacent segment reviews selected literature on evaluation to farther develop the research spread and research question introduced above and to provide a basis to inform the intention of the for evaluation in design science framework and evaluation design process 0 00 abstract,0,0.0,abstract,Research Question
3171,the two primary research interrogation we essay to answer are as follows 1 00 introduction ,1,0.0,introduction ,Research Question
3172,motivate by the recent developments in outsourcing markets and our limited current understanding of the link between outsourcing motivations and the degree of outsourcing σ  our main research question is as follows 1 00 introduction ,1,0.0,introduction ,Research Question
3173,enquiry question 1 00 introduction ,1,0.0,introduction ,Research Question
3174,our research question are two fold first we are interested in the characteristics of norm  found intellectual property systems in large on line communities 1 00 introduction ,1,0.0,introduction ,Research Question
3175,rather we moved gradually towards bodies of lit after iterative open coding of our data from interviewing twenty nine people to answer our overarching inquiry question how ass a digital entrepreneur mediated by its two  sided crowdfunding platform gain authenticity 1 00 introduction ,1,0.0,introduction ,Research Question
3176,in each of these area research questions can guide the community in choose research topics that are adaptable to neurois methods as well as to farther grow and evolve the neurois community 1 00 introduction ,1,0.0,introduction ,Research Question
3177,further we have conducted multiple rounds of further refinement and discussions among the team of authors converge on four grand challenge sphere for the succeeding tenner of neurois research in concert with a set of operational research questions in each area 1 00 introduction ,1,0.0,introduction ,Research Question
3178,our inquiry doubt is 1 00 introduction ,1,0.0,introduction ,Research Question
3179,in dealing with the research interrogative we pick extinct to concentrate on it architecture because alignment requires some architectural mechanisms that get in touch the redesigned processes with the underlying base 1 00 introduction ,1,0.0,introduction ,Research Question
3180,in social club to respond these enquiry motion we utilize coping possibility as our theoretic lens 1 00  introduction ,1,0.0,| introduction ,Research Question
3181,hence we cover the next enquiry question 1 00 introduction ,1,0.0,introduction ,Research Question
3182,namely the study aims at addressing the next enquiry question how do the possession of computer software libraries affect their deployment 1 00 jit introduction ,1,0.0,jit introduction ,Research Question
3183,our guide research question is thus how do conformation of human beings and algorithms evolve as a firm develops artificial intelligence capabilities and how suffice these configurations impact work and the organization 1 00 introduction ,1,0.0,introduction ,Research Question
3184,thus we undertake arrow critique steer by the undermentioned ternion research questions 1 00 introduction ,1,0.0,introduction ,Research Question
3185,to address this research gap we rag the undermentioned research question how set openness and related to governance decisions render an open digital platform and its resource vulnerable to platform forking 1 00 introduction ,1,0.0,introduction ,Research Question
3186,because of a lack of explicit theorizing and empirics in addressing the research question  we conduct an exploratory multiple case study of google s android platform and its forks  1 00 introduction ,1,0.0,introduction ,Research Question
3187,so our study addresses the following enquiry question 1 00 introduction ,1,0.0,introduction ,Research Question
3188,this study features an non  government organisation case discipline critically focalize on three enquiry questions that allow us to unpack more intimately how big businessman is generated during impact data  knowledge construction 1 00  introduction ,1,0.0,| introduction ,Research Question
3189,in addressing our overarching theoretical concerns  we developed the following research question to guide our empirical study  what role does codification play in the coordination of expertise within the offshore  outsourcing setting  when knowledge boundaries are present  1 00 introduction ,1,0.0,introduction ,Research Question
3190,our inquiry so addresses the next research question 1 00 introduction ,1,0.0,introduction ,Research Question
3191,thus the enquiry interrogative conviction that drives this study be as espouse 1 00 introduction ,1,0.0,introduction ,Research Question
3192,to address this inquiry question in a more finegrained fashion we use the resource  based view resource  based view of the firm wernerfelt 1984 as the underlying theoretical lens to identify the relevant big data analytics resources and contingency theory to try how contextual factors coalesce with the resources to drive incremental and radical process innovation capabilities 1 10 introduction ,1,1.0,introduction ,Research Question
3193,this consequence in the following overarching inquiry question rq how do actors individuals groups or organisation apply sense  giving to concentrate distrust towards societal sensitive as a witness of information during crisis events 1 00 sense  giving mechanisms in social media ,1,0.0,sense - giving mechanisms in social media ,Research Question
3194,our inquiry doubtfulness exist 1 00 introduction ,1,0.0,introduction ,Research Question
3195,when we cast an interpretive gaze at our research question  it can be reframed as a dialectic between the following thesis and antithesis  1 00 introduction ,1,0.0,introduction ,Research Question
3196,this reframing of our research question enabled uranium to address an area of the data systems research on dialectic that has receive comparatively slight attention in the literature 1 00 introduction ,1,0.0,introduction ,Research Question
3197,in the side by side segment we introduce the theoretical background and our research questions 1 00 empirical research ,1,0.0,empirical research ,Research Question
3198,based on these perceptiveness the enquiry question pass our study constitute what affordances related to autonomy and insure emerge in the use of mobile technologies by employees and managers and how suffice these affordances bring to the emergence of a complementary control system 1 00 introduction ,1,0.0,introduction ,Research Question
3199,our enquiry interrogative prison term explores how intimately a culturally adaptive system such as mocca hobo predict user interface preferences by knowing exclusively a person  southward extended national culture 1 00 introduction 1 ,1,0.0,introduction 1 ,Research Question
3200,specifically  our study aims to answer the following research question  to what extent do  formal and informal  control modes and control styles impact the task performance and job satisfaction of development project team members  1 00 introduction ,1,0.0,introduction ,Research Question
3201,to answer our research question  we conducted an online survey with project team members from 171 development projects and used partial least squares  partial least squares  1 00 introduction ,1,0.0,introduction ,Research Question
3202,thus this paper seek to direct the following inquiry question 1 00 introduction ,1,0.0,introduction ,Research Question
3203,to plow the research gap we call for two inquiry question 1 00 introduction ,1,0.0,introduction ,Research Question
3204,hither we will talk about this brain teaser through an exploratory theorygenerating suit study address 2 related research questions 1 00 introduction ,1,0.0,introduction ,Research Question
3205,by follow this goal our theme rivet on the accompany inquiry question 1 00 introduction ,1,0.0,introduction ,Research Question
3206,so we pose the following inquiry questions rq unmatchable 1 00  introduction ,1,0.0,| introduction ,Research Question
3207,on the base of the net of corporate trust in information systems we aim to do the following inquiry questions from a user  s detail of view 1  1 00 introduction ,1,0.0,introduction ,Research Question
3208,to answer our two research questions we formulate our inquiry model including hypotheses on the interplay between different targets of trust as well as their relationships to other constructs important for understanding information systems use based on the network of trust in information systems 1 00 introduction ,1,0.0,introduction ,Research Question
3209,hence our first inquiry question be what be the characteristics of an informating functionality and how does an informating functionality disagree from an automatize functionality 1 00 introduction ,1,0.0,introduction ,Research Question
3210,hence our 2d research question is what be the purpose of agile development practices in developing informating functionality 1 00 introduction ,1,0.0,introduction ,Research Question
3211,we used an action inquiry methodological analytic thinking to study our enquiry questions 1 00 introduction ,1,0.0,introduction ,Research Question
3212,we conclude by revisiting each research question and the related to deterrent example learned talk over limitations of this research and ply advisors to few hypnotism for future research 1 00 introduction ,1,0.0,introduction ,Research Question
3213,focusing on the inquiry query how fare social media hold upward the administration of collective natural action 1 00  introduction ,1,0.0,| introduction ,Research Question
3214,we be primarily interested in comfortably understanding how the striking ott velsberg ottvelsbergumuse application of internet of things can contribute to public sphere innovation which lead to following research question how does the application of cyberspace of things within public sector service conception contribute to public sector smartness 1 00 introduction ,1,0.0,introduction ,Research Question
3215,in order to address our research question we transmit a qualitative field collecting data from 30 estonian municipalities that had all invest in and used internet of thing technologies to improve winter route care services 1 00 introduction ,1,0.0,introduction ,Research Question
3216,the key research question we ask is how has digital coordination be performed in the ontogenesis and consumption of the cern grid substructure 1 00 introduction 1 ,1,0.0,introduction 1 ,Research Question
3217,in order to understand the process of aligning internal information engineering development and operation subunits this paper seeks to serve the following research question what are the mechanism by which development and operations information engineering science subunits achieve intra  information technology alignment 1 00 introduction ,1,0.0,introduction ,Research Question
3218,to answer our research question we study devops a phenomenon that experience gained importance in drill terminated the last years forsgren et aluminium 2018  1 10 introduction ,1,1.0,introduction ,Research Question
3219,the other reason be that there is equivocalness concern how grounded theory methodological analysis should represent applied in selective information systems research birks et al2013 sarker et camellia state2013 seidel and urquhart 2013 urquhart and fernandez 2006  1 10 introduction ,1,1.0,introduction ,Research Question
3220,in sum we dig into the next enquiry doubtfulness single  1 00 introduction ,1,0.0,introduction ,Research Question
3221,the subsequent section describe our language  activeness perspective  based theoretic account critique study relate to key constituent of the framework and presents research doubt 2 00 identifying ,2,0.0,identifying ,Research Question
3222,in light of the above goals  our research questions of interest are  2 00 open access ,2,0.0,open access ,Research Question
3223,to conclude  we identify the following research questions  which serve as key challenges in order to make high impact societal contributions in design science research and neurois  2 00 four grand research areas for neurois research ,2,0.0,four grand research areas for neurois research ,Research Question
3224,we identify the following research questions which function as marvelous challenges in order to make spicy encroachment societal contributions to information systems use and information systems overexploitation through with neurois 2 00 four grand research areas for neurois research ,2,0.0,four grand research areas for neurois research ,Research Question
3225,we identify the following research dubiousness which serve as grand challenges in ordination to make high impact contributions in emotion inquiry through neurois 2 00 four grand research areas for neurois research ,2,0.0,four grand research areas for neurois research ,Research Question
3226,we identify the undermentioned enquiry interrogative which dish up as grand challenges in order to make high impact contributions to neuro  adaptive systems through neurois 2 00 four grand research areas for neurois research ,2,0.0,four grand research areas for neurois research ,Research Question
3227,our subject field at the intersection of personify and innovation management accost the following overarching research question what are the characteristics and determinants of remix  base innovation in open online communities 2 00 research objective and contribution ,2,0.0,research objective and contribution ,Research Question
3228,in more particular the contribution that we make live fourfold 2 00 research objective and contribution ,2,0.0,research objective and contribution ,Contribution
3229,a third part is the identification of chopine features that enable specific forms of remixing 2 00 research objective and contribution ,2,0.0,research objective and contribution ,Contribution
3230,the next section presents the theoretical foundations by reviewing the existing body of literature on knowledge reuse and remixing  2 00 research objective and contribution ,2,0.0,research objective and contribution ,Contribution
3231,to answer these research questions we perform arrow scoping limited review paré et al  2 00 what are promising ways to close the research gaps  ,2,0.0,what are promising ways to close the research gaps ? ,Research Question
3232,1 problematization has been advocated in information systems and organisational studies for several purposes gainsay existing assumptions and developing interesting new hypothesis alvesson  kärreman 2007  formulating new research questions alvesson  sandberg 2013  thinking outside the box alvesson  sandberg 2011  and as astir way to tell about research story 2 10  research process  problematizing the surprise ,2,1.0,| research process : problematizing the surprise ,Research Question
3233,the purpose of this study is to deepen the current understanding of information system value co  creation by answering this enquiry question how answer an information systems organization leverage business economic value innovation in multi  actor information technology service processes 2 00 t ,2,0.0,t ,Research Question
3234,specifically we treat the next 2 inquiry question rq1 2 00 c ,2,0.0,c ,Research Question
3235,because the inquiry interrogative includes both a conceptualization of the problem and a potential solution we selected a research overture that reflects what has come to be term design science research design science research  2 00 research approach ,2,0.0,research approach ,Research Question
